date,item_type,item_name,quantity,price,total_amount,season
2024-06-29,Dress,Evening Cocktail Dress,1,330.95,330.95,Summer
2024-06-29,Dress,Casual Maxi Dress,1,171.13,171.13,Summer
2024-06-29,Pants,Business Trousers,2,87.96,175.92,Summer
2024-06-29,Dress,Business Formal Dress,2,297.58,595.16,Summer
2024-06-30,Dress,Summer Floral Dress,1,133.7,133.7,Summer
2024-06-30,Blouse,Casual Top,3,67.51,202.53000000000003,Summer
2024-06-30,Dress,Business Formal Dress,2,360.3,720.6,Summer
2024-06-30,Dress,Business Formal Dress,2,245.66,491.32,Summer
2024-06-30,Pants,Wide Leg Pants,1,62.16,62.16,Summer
2024-06-30,Blouse,Casual Top,2,127.31,254.62,Summer
2024-06-30,Dress,Evening Cocktail Dress,2,406.48,812.96,Summer
2024-06-30,Dress,Business Formal Dress,3,224.58,673.74,Summer
2024-06-30,Blouse,Cotton Shirt,1,102.31,102.31,Summer
2024-06-30,Blouse,Formal Blouse,1,107.39,107.39,Summer
2024-06-30,Dress,Summer Floral Dress,3,282.98,848.94,Summer
2024-06-30,Dress,Evening Cocktail Dress,2,302.24,604.48,Summer
2024-07-01,Dress,Evening Cocktail Dress,2,287.95,575.9,Summer
2024-07-01,Dress,Casual Maxi Dress,1,308.07,308.07,Summer
2024-07-01,Dress,Business Formal Dress,1,288.46,288.46,Summer
2024-07-01,Pants,Casual Pants,1,120.6,120.6,Summer
2024-07-01,Blouse,Casual Top,2,112.31,224.62,Summer
2024-07-01,Blouse,Casual Top,3,149.93,449.79,Summer
2024-07-01,Blouse,Silk Blouse,3,103.02,309.06,Summer
2024-07-01,Dress,Business Formal Dress,3,350.72,1052.16,Summer
2024-07-01,Blouse,Casual Top,3,111.76,335.28000000000003,Summer
2024-07-02,Dress,Summer Floral Dress,1,437.64,437.64,Summer
2024-07-02,Dress,Evening Cocktail Dress,1,277.7,277.7,Summer
2024-07-02,Blouse,Silk Blouse,1,126.89,126.89,Summer
2024-07-02,Blouse,Formal Blouse,3,105.77,317.31,Summer
2024-07-02,Dress,Casual Maxi Dress,2,311.08,622.16,Summer
2024-07-02,Dress,Evening Cocktail Dress,1,317.28,317.28,Summer
2024-07-02,Blouse,Silk Blouse,2,77.83,155.66,Summer
2024-07-02,Pants,Jeans,3,114.31,342.93,Summer
2024-07-02,Pants,Casual Pants,1,75.49,75.49,Summer
2024-07-02,Blouse,Casual Top,2,81.3,162.6,Summer
2024-07-02,Dress,Casual Maxi Dress,1,441.09,441.09,Summer
2024-07-02,Pants,Wide Leg Pants,2,57.69,115.38,Summer
2024-07-02,Blouse,Silk Blouse,3,126.23,378.69,Summer
2024-07-03,Dress,Business Formal Dress,3,134.73,404.18999999999994,Summer
2024-07-03,Pants,Casual Pants,3,117.5,352.5,Summer
2024-07-03,Blouse,Formal Blouse,3,69.85,209.54999999999998,Summer
2024-07-03,Pants,Casual Pants,3,82.27,246.81,Summer
2024-07-03,Dress,Evening Cocktail Dress,2,194.92,389.84,Summer
2024-07-03,Pants,Wide Leg Pants,2,84.76,169.52,Summer
2024-07-03,Blouse,Formal Blouse,3,140.35,421.04999999999995,Summer
2024-07-03,Pants,Wide Leg Pants,3,81.24,243.71999999999997,Summer
2024-07-04,Dress,Casual Maxi Dress,3,380.2,1140.6,Summer
2024-07-04,Blouse,Cotton Shirt,2,61.44,122.88,Summer
2024-07-04,Pants,Business Trousers,3,123.33,369.99,Summer
2024-07-04,Pants,Business Trousers,3,107.38,322.14,Summer
2024-07-04,Pants,Business Trousers,3,108.72,326.15999999999997,Summer
2024-07-04,Pants,Casual Pants,1,103.13,103.13,Summer
2024-07-04,Blouse,Formal Blouse,2,94.54,189.08,Summer
2024-07-04,Dress,Summer Floral Dress,1,444.27,444.27,Summer
2024-07-04,Dress,Evening Cocktail Dress,3,228.83,686.49,Summer
2024-07-04,Dress,Business Formal Dress,3,249.86,749.58,Summer
2024-07-05,Pants,Wide Leg Pants,1,67.5,67.5,Summer
2024-07-05,Blouse,Cotton Shirt,1,128.21,128.21,Summer
2024-07-05,Dress,Business Formal Dress,2,170.14,340.28,Summer
2024-07-05,Blouse,Silk Blouse,2,60.31,120.62,Summer
2024-07-05,Pants,Wide Leg Pants,2,64.97,129.94,Summer
2024-07-05,Dress,Business Formal Dress,2,335.98,671.96,Summer
2024-07-05,Pants,Casual Pants,2,105.02,210.04,Summer
2024-07-05,Dress,Evening Cocktail Dress,1,398.79,398.79,Summer
2024-07-05,Pants,Wide Leg Pants,3,99.19,297.57,Summer
2024-07-05,Pants,Business Trousers,2,121.44,242.88,Summer
2024-07-05,Blouse,Formal Blouse,2,132.46,264.92,Summer
2024-07-05,Pants,Jeans,2,77.92,155.84,Summer
2024-07-05,Blouse,Silk Blouse,3,125.28,375.84000000000003,Summer
2024-07-05,Dress,Summer Floral Dress,2,386.5,773.0,Summer
2024-07-05,Pants,Casual Pants,1,82.08,82.08,Summer
2024-07-05,Dress,Evening Cocktail Dress,3,247.41,742.23,Summer
2024-07-05,Blouse,Formal Blouse,2,68.96,137.92,Summer
2024-07-05,Dress,Evening Cocktail Dress,2,434.61,869.22,Summer
2024-07-05,Blouse,Casual Top,3,96.26,288.78000000000003,Summer
2024-07-06,Blouse,Casual Top,3,59.18,177.54,Summer
2024-07-06,Pants,Jeans,3,125.19,375.57,Summer
2024-07-06,Pants,Wide Leg Pants,3,117.61,352.83,Summer
2024-07-06,Pants,Business Trousers,2,70.72,141.44,Summer
2024-07-06,Blouse,Formal Blouse,3,129.89,389.66999999999996,Summer
2024-07-06,Blouse,Silk Blouse,2,74.81,149.62,Summer
2024-07-06,Dress,Business Formal Dress,1,162.3,162.3,Summer
2024-07-06,Pants,Casual Pants,3,67.73,203.19,Summer
2024-07-06,Blouse,Formal Blouse,3,96.11,288.33,Summer
2024-07-06,Pants,Wide Leg Pants,3,102.97,308.90999999999997,Summer
2024-07-06,Blouse,Silk Blouse,3,143.55,430.65000000000003,Summer
2024-07-06,Blouse,Cotton Shirt,1,73.83,73.83,Summer
2024-07-06,Blouse,Formal Blouse,2,145.49,290.98,Summer
2024-07-06,Blouse,Formal Blouse,1,91.53,91.53,Summer
2024-07-06,Pants,Jeans,3,103.5,310.5,Summer
2024-07-06,Blouse,Silk Blouse,2,111.54,223.08,Summer
2024-07-06,Pants,Wide Leg Pants,1,73.61,73.61,Summer
2024-07-06,Pants,Jeans,1,69.24,69.24,Summer
2024-07-06,Pants,Wide Leg Pants,3,110.08,330.24,Summer
2024-07-06,Dress,Evening Cocktail Dress,1,312.68,312.68,Summer
2024-07-06,Dress,Evening Cocktail Dress,2,302.17,604.34,Summer
2024-07-07,Pants,Jeans,1,123.72,123.72,Summer
2024-07-07,Blouse,Casual Top,3,125.84,377.52,Summer
2024-07-07,Blouse,Formal Blouse,2,126.21,252.42,Summer
2024-07-07,Blouse,Cotton Shirt,3,133.96,401.88,Summer
2024-07-07,Pants,Casual Pants,2,111.21,222.42,Summer
2024-07-07,Blouse,Silk Blouse,2,94.91,189.82,Summer
2024-07-07,Pants,Wide Leg Pants,1,116.3,116.3,Summer
2024-07-07,Pants,Jeans,1,103.49,103.49,Summer
2024-07-07,Dress,Summer Floral Dress,1,427.53,427.53,Summer
2024-07-08,Dress,Summer Floral Dress,1,232.59,232.59,Summer
2024-07-08,Blouse,Cotton Shirt,1,118.14,118.14,Summer
2024-07-08,Dress,Summer Floral Dress,3,157.67,473.01,Summer
2024-07-08,Blouse,Casual Top,1,77.36,77.36,Summer
2024-07-08,Dress,Casual Maxi Dress,2,348.52,697.04,Summer
2024-07-08,Dress,Summer Floral Dress,3,145.33,435.99,Summer
2024-07-08,Blouse,Cotton Shirt,1,84.46,84.46,Summer
2024-07-08,Blouse,Cotton Shirt,1,130.3,130.3,Summer
2024-07-08,Blouse,Casual Top,3,145.23,435.68999999999994,Summer
2024-07-09,Pants,Casual Pants,3,85.28,255.84,Summer
2024-07-09,Blouse,Silk Blouse,1,152.88,152.88,Summer
2024-07-09,Blouse,Silk Blouse,3,154.74,464.22,Summer
2024-07-09,Pants,Wide Leg Pants,3,65.91,197.73,Summer
2024-07-09,Blouse,Cotton Shirt,1,151.77,151.77,Summer
2024-07-09,Dress,Evening Cocktail Dress,3,431.18,1293.54,Summer
2024-07-09,Pants,Wide Leg Pants,1,116.29,116.29,Summer
2024-07-09,Blouse,Silk Blouse,2,119.22,238.44,Summer
2024-07-09,Pants,Casual Pants,3,67.03,201.09,Summer
2024-07-09,Dress,Business Formal Dress,1,422.02,422.02,Summer
2024-07-09,Dress,Casual Maxi Dress,2,428.19,856.38,Summer
2024-07-09,Pants,Business Trousers,1,58.04,58.04,Summer
2024-07-09,Dress,Casual Maxi Dress,2,432.05,864.1,Summer
2024-07-09,Pants,Jeans,3,98.44,295.32,Summer
2024-07-10,Dress,Casual Maxi Dress,3,211.2,633.5999999999999,Summer
2024-07-10,Pants,Jeans,2,91.8,183.6,Summer
2024-07-10,Dress,Casual Maxi Dress,2,221.63,443.26,Summer
2024-07-10,Blouse,Cotton Shirt,3,121.08,363.24,Summer
2024-07-10,Dress,Evening Cocktail Dress,2,177.76,355.52,Summer
2024-07-10,Blouse,Formal Blouse,3,90.43,271.29,Summer
2024-07-10,Blouse,Silk Blouse,3,124.48,373.44,Summer
2024-07-10,Blouse,Silk Blouse,1,114.77,114.77,Summer
2024-07-10,Pants,Wide Leg Pants,2,78.89,157.78,Summer
2024-07-10,Blouse,Silk Blouse,2,87.53,175.06,Summer
2024-07-10,Pants,Wide Leg Pants,3,69.98,209.94,Summer
2024-07-10,Dress,Casual Maxi Dress,2,196.23,392.46,Summer
2024-07-10,Dress,Casual Maxi Dress,2,373.51,747.02,Summer
2024-07-11,Pants,Jeans,2,74.08,148.16,Summer
2024-07-11,Dress,Evening Cocktail Dress,1,363.49,363.49,Summer
2024-07-11,Blouse,Cotton Shirt,3,76.16,228.48,Summer
2024-07-11,Pants,Jeans,1,118.68,118.68,Summer
2024-07-11,Blouse,Formal Blouse,3,122.72,368.15999999999997,Summer
2024-07-11,Dress,Evening Cocktail Dress,2,173.23,346.46,Summer
2024-07-11,Blouse,Cotton Shirt,3,60.82,182.46,Summer
2024-07-11,Pants,Jeans,2,98.06,196.12,Summer
2024-07-11,Blouse,Formal Blouse,1,118.55,118.55,Summer
2024-07-12,Pants,Casual Pants,2,94.92,189.84,Summer
2024-07-12,Blouse,Formal Blouse,2,67.89,135.78,Summer
2024-07-12,Blouse,Formal Blouse,3,145.84,437.52,Summer
2024-07-12,Blouse,Silk Blouse,3,128.04,384.12,Summer
2024-07-12,Blouse,Casual Top,2,92.14,184.28,Summer
2024-07-12,Dress,Casual Maxi Dress,2,217.93,435.86,Summer
2024-07-12,Dress,Business Formal Dress,2,245.83,491.66,Summer
2024-07-12,Pants,Business Trousers,3,110.38,331.14,Summer
2024-07-12,Blouse,Formal Blouse,3,120.96,362.88,Summer
2024-07-12,Dress,Evening Cocktail Dress,1,338.23,338.23,Summer
2024-07-13,Dress,Business Formal Dress,2,320.14,640.28,Summer
2024-07-13,Dress,Casual Maxi Dress,3,261.33,783.99,Summer
2024-07-13,Blouse,Casual Top,2,105.97,211.94,Summer
2024-07-13,Pants,Casual Pants,1,66.98,66.98,Summer
2024-07-13,Dress,Evening Cocktail Dress,3,355.89,1067.67,Summer
2024-07-13,Dress,Summer Floral Dress,1,437.8,437.8,Summer
2024-07-13,Pants,Business Trousers,2,65.66,131.32,Summer
2024-07-13,Dress,Summer Floral Dress,1,196.87,196.87,Summer
2024-07-13,Pants,Jeans,1,115.76,115.76,Summer
2024-07-13,Pants,Casual Pants,1,75.85,75.85,Summer
2024-07-13,Dress,Casual Maxi Dress,1,243.39,243.39,Summer
2024-07-13,Pants,Wide Leg Pants,2,111.57,223.14,Summer
2024-07-13,Pants,Casual Pants,2,91.81,183.62,Summer
2024-07-13,Dress,Casual Maxi Dress,3,362.56,1087.68,Summer
2024-07-13,Dress,Casual Maxi Dress,3,365.72,1097.16,Summer
2024-07-13,Dress,Evening Cocktail Dress,3,435.83,1307.49,Summer
2024-07-13,Dress,Summer Floral Dress,3,448.05,1344.15,Summer
2024-07-13,Pants,Jeans,1,81.08,81.08,Summer
2024-07-14,Blouse,Silk Blouse,2,145.36,290.72,Summer
2024-07-14,Dress,Evening Cocktail Dress,3,157.25,471.75,Summer
2024-07-14,Pants,Jeans,3,91.18,273.54,Summer
2024-07-14,Pants,Jeans,2,98.9,197.8,Summer
2024-07-14,Blouse,Silk Blouse,1,112.46,112.46,Summer
2024-07-14,Blouse,Formal Blouse,1,152.81,152.81,Summer
2024-07-14,Pants,Business Trousers,2,91.4,182.8,Summer
2024-07-14,Blouse,Casual Top,1,130.83,130.83,Summer
2024-07-14,Dress,Summer Floral Dress,3,317.98,953.94,Summer
2024-07-14,Blouse,Silk Blouse,3,127.25,381.75,Summer
2024-07-14,Dress,Casual Maxi Dress,1,134.0,134.0,Summer
2024-07-14,Blouse,Silk Blouse,1,115.79,115.79,Summer
2024-07-14,Dress,Evening Cocktail Dress,1,315.23,315.23,Summer
2024-07-14,Blouse,Casual Top,2,70.0,140.0,Summer
2024-07-14,Dress,Casual Maxi Dress,3,265.88,797.64,Summer
2024-07-14,Pants,Wide Leg Pants,1,87.77,87.77,Summer
2024-07-14,Dress,Evening Cocktail Dress,1,356.14,356.14,Summer
2024-07-14,Pants,Business Trousers,2,102.87,205.74,Summer
2024-07-14,Pants,Jeans,2,61.44,122.88,Summer
2024-07-14,Blouse,Cotton Shirt,1,91.41,91.41,Summer
2024-07-14,Dress,Summer Floral Dress,3,193.68,581.04,Summer
2024-07-14,Dress,Business Formal Dress,3,189.32,567.96,Summer
2024-07-14,Pants,Casual Pants,2,116.72,233.44,Summer
2024-07-14,Pants,Wide Leg Pants,1,120.65,120.65,Summer
2024-07-15,Dress,Summer Floral Dress,3,431.01,1293.03,Summer
2024-07-15,Dress,Summer Floral Dress,2,283.04,566.08,Summer
2024-07-15,Pants,Wide Leg Pants,3,93.85,281.54999999999995,Summer
2024-07-15,Pants,Casual Pants,1,61.45,61.45,Summer
2024-07-15,Dress,Summer Floral Dress,2,144.95,289.9,Summer
2024-07-15,Blouse,Cotton Shirt,1,122.43,122.43,Summer
2024-07-15,Dress,Casual Maxi Dress,3,291.54,874.6200000000001,Summer
2024-07-15,Blouse,Silk Blouse,3,121.38,364.14,Summer
2024-07-15,Blouse,Silk Blouse,2,137.36,274.72,Summer
2024-07-16,Blouse,Formal Blouse,2,91.98,183.96,Summer
2024-07-16,Pants,Casual Pants,3,84.87,254.61,Summer
2024-07-16,Dress,Summer Floral Dress,2,298.77,597.54,Summer
2024-07-16,Dress,Business Formal Dress,1,325.55,325.55,Summer
2024-07-16,Dress,Evening Cocktail Dress,2,275.19,550.38,Summer
2024-07-16,Pants,Casual Pants,2,98.54,197.08,Summer
2024-07-16,Pants,Wide Leg Pants,3,74.47,223.41,Summer
2024-07-16,Dress,Business Formal Dress,2,361.68,723.36,Summer
2024-07-16,Pants,Business Trousers,3,117.05,351.15,Summer
2024-07-16,Pants,Jeans,1,86.74,86.74,Summer
2024-07-16,Blouse,Casual Top,3,115.01,345.03000000000003,Summer
2024-07-16,Blouse,Formal Blouse,2,89.57,179.14,Summer
2024-07-17,Dress,Casual Maxi Dress,1,242.72,242.72,Summer
2024-07-17,Pants,Business Trousers,3,109.69,329.07,Summer
2024-07-17,Blouse,Casual Top,2,73.39,146.78,Summer
2024-07-17,Blouse,Silk Blouse,1,120.85,120.85,Summer
2024-07-17,Pants,Wide Leg Pants,3,115.01,345.03000000000003,Summer
2024-07-17,Dress,Business Formal Dress,2,333.14,666.28,Summer
2024-07-17,Blouse,Cotton Shirt,2,109.45,218.9,Summer
2024-07-17,Dress,Summer Floral Dress,3,370.49,1111.47,Summer
2024-07-17,Pants,Business Trousers,2,105.18,210.36,Summer
2024-07-17,Blouse,Formal Blouse,1,87.35,87.35,Summer
2024-07-17,Pants,Casual Pants,3,60.44,181.32,Summer
2024-07-18,Blouse,Cotton Shirt,2,98.67,197.34,Summer
2024-07-18,Blouse,Casual Top,2,112.74,225.48,Summer
2024-07-18,Pants,Business Trousers,2,80.8,161.6,Summer
2024-07-18,Blouse,Cotton Shirt,3,88.03,264.09000000000003,Summer
2024-07-18,Pants,Wide Leg Pants,2,71.56,143.12,Summer
2024-07-18,Blouse,Cotton Shirt,1,137.32,137.32,Summer
2024-07-18,Dress,Casual Maxi Dress,1,341.86,341.86,Summer
2024-07-18,Dress,Summer Floral Dress,2,271.68,543.36,Summer
2024-07-18,Blouse,Formal Blouse,2,60.01,120.02,Summer
2024-07-18,Pants,Wide Leg Pants,3,86.72,260.15999999999997,Summer
2024-07-18,Dress,Business Formal Dress,1,376.76,376.76,Summer
2024-07-18,Pants,Casual Pants,1,108.89,108.89,Summer
2024-07-18,Dress,Business Formal Dress,2,161.74,323.48,Summer
2024-07-18,Dress,Summer Floral Dress,2,436.39,872.78,Summer
2024-07-18,Pants,Wide Leg Pants,3,55.5,166.5,Summer
2024-07-19,Dress,Business Formal Dress,1,356.77,356.77,Summer
2024-07-19,Blouse,Silk Blouse,2,81.66,163.32,Summer
2024-07-19,Dress,Evening Cocktail Dress,3,169.17,507.51,Summer
2024-07-19,Dress,Casual Maxi Dress,1,283.79,283.79,Summer
2024-07-19,Blouse,Silk Blouse,3,100.45,301.35,Summer
2024-07-19,Pants,Casual Pants,1,84.57,84.57,Summer
2024-07-19,Blouse,Cotton Shirt,3,108.56,325.68,Summer
2024-07-19,Pants,Wide Leg Pants,1,55.3,55.3,Summer
2024-07-19,Pants,Business Trousers,2,67.98,135.96,Summer
2024-07-20,Pants,Business Trousers,1,75.85,75.85,Summer
2024-07-20,Dress,Casual Maxi Dress,1,323.08,323.08,Summer
2024-07-20,Pants,Jeans,1,112.28,112.28,Summer
2024-07-20,Blouse,Cotton Shirt,1,108.73,108.73,Summer
2024-07-20,Pants,Wide Leg Pants,1,78.83,78.83,Summer
2024-07-20,Blouse,Casual Top,3,74.61,223.82999999999998,Summer
2024-07-20,Blouse,Cotton Shirt,3,60.24,180.72,Summer
2024-07-20,Blouse,Cotton Shirt,2,64.06,128.12,Summer
2024-07-20,Dress,Casual Maxi Dress,3,307.48,922.44,Summer
2024-07-20,Dress,Business Formal Dress,1,409.05,409.05,Summer
2024-07-20,Blouse,Casual Top,1,141.54,141.54,Summer
2024-07-20,Blouse,Formal Blouse,2,138.09,276.18,Summer
2024-07-20,Dress,Summer Floral Dress,3,233.33,699.99,Summer
2024-07-20,Dress,Business Formal Dress,1,436.41,436.41,Summer
2024-07-20,Pants,Business Trousers,1,93.13,93.13,Summer
2024-07-20,Blouse,Formal Blouse,3,119.07,357.21,Summer
2024-07-20,Dress,Casual Maxi Dress,1,381.85,381.85,Summer
2024-07-21,Dress,Summer Floral Dress,1,233.19,233.19,Summer
2024-07-21,Blouse,Cotton Shirt,3,64.03,192.09,Summer
2024-07-21,Dress,Evening Cocktail Dress,2,174.73,349.46,Summer
2024-07-21,Blouse,Silk Blouse,2,116.17,232.34,Summer
2024-07-21,Pants,Wide Leg Pants,3,92.66,277.98,Summer
2024-07-21,Blouse,Cotton Shirt,2,130.58,261.16,Summer
2024-07-21,Blouse,Cotton Shirt,2,77.74,155.48,Summer
2024-07-21,Dress,Summer Floral Dress,2,224.83,449.66,Summer
2024-07-21,Dress,Casual Maxi Dress,2,294.63,589.26,Summer
2024-07-21,Blouse,Silk Blouse,3,73.83,221.49,Summer
2024-07-21,Blouse,Formal Blouse,3,123.16,369.48,Summer
2024-07-21,Dress,Evening Cocktail Dress,2,186.09,372.18,Summer
2024-07-22,Blouse,Cotton Shirt,2,108.19,216.38,Summer
2024-07-22,Pants,Casual Pants,1,85.17,85.17,Summer
2024-07-22,Dress,Evening Cocktail Dress,2,156.1,312.2,Summer
2024-07-22,Pants,Wide Leg Pants,3,83.0,249.0,Summer
2024-07-22,Dress,Casual Maxi Dress,3,139.61,418.83000000000004,Summer
2024-07-22,Dress,Casual Maxi Dress,1,365.18,365.18,Summer
2024-07-22,Pants,Wide Leg Pants,2,81.86,163.72,Summer
2024-07-22,Dress,Casual Maxi Dress,2,390.09,780.18,Summer
2024-07-22,Dress,Business Formal Dress,1,229.06,229.06,Summer
2024-07-22,Dress,Evening Cocktail Dress,1,230.02,230.02,Summer
2024-07-22,Dress,Casual Maxi Dress,3,268.16,804.48,Summer
2024-07-22,Dress,Business Formal Dress,3,240.67,722.01,Summer
2024-07-22,Dress,Business Formal Dress,2,194.24,388.48,Summer
2024-07-22,Blouse,Casual Top,1,61.66,61.66,Summer
2024-07-23,Pants,Jeans,3,123.11,369.33,Summer
2024-07-23,Blouse,Cotton Shirt,1,69.0,69.0,Summer
2024-07-23,Pants,Jeans,1,102.67,102.67,Summer
2024-07-23,Pants,Business Trousers,3,122.16,366.48,Summer
2024-07-23,Blouse,Cotton Shirt,3,105.21,315.63,Summer
2024-07-23,Blouse,Casual Top,2,59.15,118.3,Summer
2024-07-23,Blouse,Silk Blouse,3,80.85,242.54999999999998,Summer
2024-07-23,Pants,Casual Pants,3,74.1,222.29999999999998,Summer
2024-07-24,Blouse,Silk Blouse,2,85.11,170.22,Summer
2024-07-24,Pants,Business Trousers,1,89.98,89.98,Summer
2024-07-24,Dress,Business Formal Dress,3,196.68,590.04,Summer
2024-07-24,Dress,Casual Maxi Dress,3,253.07,759.21,Summer
2024-07-24,Blouse,Formal Blouse,3,136.77,410.31000000000006,Summer
2024-07-24,Dress,Business Formal Dress,3,311.75,935.25,Summer
2024-07-25,Dress,Summer Floral Dress,2,360.92,721.84,Summer
2024-07-25,Blouse,Cotton Shirt,2,67.78,135.56,Summer
2024-07-25,Pants,Wide Leg Pants,1,123.43,123.43,Summer
2024-07-25,Dress,Evening Cocktail Dress,2,312.84,625.68,Summer
2024-07-25,Blouse,Cotton Shirt,2,88.56,177.12,Summer
2024-07-25,Dress,Summer Floral Dress,3,302.87,908.61,Summer
2024-07-25,Dress,Summer Floral Dress,2,411.4,822.8,Summer
2024-07-25,Dress,Evening Cocktail Dress,2,411.49,822.98,Summer
2024-07-25,Dress,Business Formal Dress,3,419.64,1258.92,Summer
2024-07-26,Dress,Business Formal Dress,2,413.08,826.16,Summer
2024-07-26,Pants,Business Trousers,2,76.28,152.56,Summer
2024-07-26,Pants,Business Trousers,1,93.46,93.46,Summer
2024-07-26,Blouse,Formal Blouse,2,148.38,296.76,Summer
2024-07-26,Pants,Wide Leg Pants,2,64.31,128.62,Summer
2024-07-26,Blouse,Silk Blouse,3,140.44,421.32,Summer
2024-07-26,Pants,Casual Pants,2,69.52,139.04,Summer
2024-07-26,Blouse,Cotton Shirt,2,98.48,196.96,Summer
2024-07-27,Blouse,Silk Blouse,1,92.74,92.74,Summer
2024-07-27,Pants,Jeans,1,91.83,91.83,Summer
2024-07-27,Dress,Evening Cocktail Dress,1,236.1,236.1,Summer
2024-07-27,Pants,Business Trousers,1,86.12,86.12,Summer
2024-07-27,Blouse,Casual Top,1,140.84,140.84,Summer
2024-07-27,Pants,Business Trousers,2,72.48,144.96,Summer
2024-07-27,Blouse,Cotton Shirt,3,144.84,434.52,Summer
2024-07-27,Dress,Evening Cocktail Dress,1,420.65,420.65,Summer
2024-07-27,Pants,Casual Pants,1,72.22,72.22,Summer
2024-07-27,Pants,Casual Pants,3,115.05,345.15,Summer
2024-07-27,Pants,Business Trousers,3,83.08,249.24,Summer
2024-07-28,Pants,Casual Pants,2,55.22,110.44,Summer
2024-07-28,Dress,Casual Maxi Dress,1,138.38,138.38,Summer
2024-07-28,Pants,Jeans,3,68.99,206.96999999999997,Summer
2024-07-28,Pants,Business Trousers,1,57.82,57.82,Summer
2024-07-28,Pants,Casual Pants,1,119.58,119.58,Summer
2024-07-28,Blouse,Casual Top,3,137.21,411.63,Summer
2024-07-28,Pants,Business Trousers,3,105.63,316.89,Summer
2024-07-28,Dress,Casual Maxi Dress,2,146.12,292.24,Summer
2024-07-28,Dress,Business Formal Dress,1,181.45,181.45,Summer
2024-07-28,Blouse,Casual Top,1,115.03,115.03,Summer
2024-07-28,Dress,Business Formal Dress,2,405.48,810.96,Summer
2024-07-28,Blouse,Cotton Shirt,1,101.87,101.87,Summer
2024-07-29,Dress,Summer Floral Dress,1,292.82,292.82,Summer
2024-07-29,Blouse,Cotton Shirt,1,148.33,148.33,Summer
2024-07-29,Pants,Wide Leg Pants,2,111.72,223.44,Summer
2024-07-29,Dress,Summer Floral Dress,1,286.93,286.93,Summer
2024-07-29,Dress,Summer Floral Dress,3,426.41,1279.23,Summer
2024-07-29,Dress,Evening Cocktail Dress,1,279.52,279.52,Summer
2024-07-29,Blouse,Cotton Shirt,2,112.17,224.34,Summer
2024-07-29,Blouse,Silk Blouse,2,149.36,298.72,Summer
2024-07-30,Pants,Wide Leg Pants,1,86.63,86.63,Summer
2024-07-30,Pants,Casual Pants,2,79.52,159.04,Summer
2024-07-30,Blouse,Formal Blouse,3,147.55,442.65000000000003,Summer
2024-07-30,Dress,Business Formal Dress,2,269.72,539.44,Summer
2024-07-30,Pants,Business Trousers,1,91.47,91.47,Summer
2024-07-30,Pants,Wide Leg Pants,2,118.16,236.32,Summer
2024-07-30,Dress,Casual Maxi Dress,3,239.22,717.66,Summer
2024-07-30,Dress,Business Formal Dress,3,227.27,681.8100000000001,Summer
2024-07-30,Dress,Business Formal Dress,2,298.61,597.22,Summer
2024-07-30,Pants,Jeans,1,61.38,61.38,Summer
2024-07-30,Dress,Summer Floral Dress,2,147.1,294.2,Summer
2024-07-31,Blouse,Formal Blouse,1,81.52,81.52,Summer
2024-07-31,Blouse,Casual Top,2,89.67,179.34,Summer
2024-07-31,Pants,Jeans,3,68.97,206.91,Summer
2024-07-31,Pants,Casual Pants,2,57.23,114.46,Summer
2024-07-31,Blouse,Casual Top,2,151.87,303.74,Summer
2024-07-31,Dress,Casual Maxi Dress,3,166.61,499.83000000000004,Summer
2024-07-31,Pants,Business Trousers,3,92.43,277.29,Summer
2024-07-31,Dress,Casual Maxi Dress,3,351.66,1054.98,Summer
2024-07-31,Pants,Business Trousers,2,64.02,128.04,Summer
2024-07-31,Pants,Jeans,1,61.14,61.14,Summer
2024-07-31,Blouse,Silk Blouse,2,104.76,209.52,Summer
2024-07-31,Pants,Jeans,2,75.55,151.1,Summer
2024-07-31,Blouse,Cotton Shirt,2,74.37,148.74,Summer
2024-08-01,Blouse,Formal Blouse,1,142.02,142.02,Summer
2024-08-01,Pants,Casual Pants,2,108.21,216.42,Summer
2024-08-01,Pants,Casual Pants,3,64.75,194.25,Summer
2024-08-01,Blouse,Casual Top,3,118.7,356.1,Summer
2024-08-01,Blouse,Cotton Shirt,1,101.33,101.33,Summer
2024-08-01,Pants,Business Trousers,1,72.43,72.43,Summer
2024-08-01,Blouse,Cotton Shirt,2,84.75,169.5,Summer
2024-08-01,Pants,Casual Pants,2,78.13,156.26,Summer
2024-08-01,Dress,Summer Floral Dress,2,365.68,731.36,Summer
2024-08-01,Blouse,Cotton Shirt,3,119.21,357.63,Summer
2024-08-02,Dress,Business Formal Dress,2,175.09,350.18,Summer
2024-08-02,Blouse,Casual Top,3,145.68,437.04,Summer
2024-08-02,Pants,Casual Pants,2,113.36,226.72,Summer
2024-08-02,Pants,Wide Leg Pants,2,89.48,178.96,Summer
2024-08-02,Blouse,Casual Top,1,96.99,96.99,Summer
2024-08-02,Dress,Business Formal Dress,1,262.51,262.51,Summer
2024-08-02,Pants,Business Trousers,1,90.16,90.16,Summer
2024-08-02,Pants,Casual Pants,1,97.86,97.86,Summer
2024-08-02,Dress,Summer Floral Dress,3,213.75,641.25,Summer
2024-08-02,Pants,Business Trousers,1,109.73,109.73,Summer
